,country,region,city,iata_code,latitude,longitude,iata_sky_code
2110,NA,NA-KA,luderitz,LUD,-26.687400817871094,15.242899894714355,LUD_sky
2111,NA,NA-OD,mount etjo safari lodge,MJO,-21.0233001709,16.4528007507,MJO_sky
2112,NA,NA-OD,midgard,MQG,-22.0106,17.37,MQG_sky
2113,NA,NA-OT,mokuti lodge,OKU,-18.81279945373535,17.05940055847168,OKU_sky
2114,NA,NA-OT,namutoni,NNI,-18.8064,16.9272,NNI_sky
2115,NA,NA-ON,ondangwa,OND,-17.878201,15.9526,OND_sky
2116,NA,NA-KE,omega,OMG,-18.0303,22.189699,OMG_sky
2117,NA,NA-KA,oranjemund,OMD,-28.5847,16.446699,OMD_sky
2118,NA,NA-KU,okaukuejo,OKF,-19.149200439453125,15.91189956665039,OKF_sky
2119,NA,NA-KU,opuwa,OPW,-18.061424,13.85047,OPW_sky
2120,NA,NA-ON,oshakati,OHI,-17.797,15.6993,OHI_sky
2121,NA,NA-OH,otjiwarongo,OTJ,-20.434700012207,16.660800933838,OTJ_sky
2122,NA,NA-KE,rundu,NDU,-17.956499099731,19.719400405884,NDU_sky
2123,NA,NA-KA,rosh pinah,RHN,-27.8763999939,16.6478004456,RHN_sky
2124,NA,NA-ER,swakopmund,SWP,-22.66189956665,14.568099975586,SWP_sky
2125,NA,NA-HA,none,SZM,-24.512800216675,15.746700286865,SZM_sky
2126,NA,NA-KU,terrace bay,TCY,-19.9713,13.0249,TCY_sky
2127,NA,NA-OT,tsumeb,TSB,-19.26189994812,17.732500076294,TSB_sky
2128,NA,NA-ER,walvis bay,WVB,-22.9799,14.6453,WVB_sky
2129,NA,NA-KH,windhoek,ERS,-22.612199783325195,17.080400466918945,ERS_sky
2130,NA,NA-KH,windhoek,WDH,-22.4799,17.4709,WDH_sky
2131,CD,CD-KN,kinshasa,FIH,-4.38575,15.4446,FIH_sky
2132,CD,CD-KN,n'dolo,NLO,-4.32666015625,15.327500343323,NLO_sky
2133,CD,CD-BC,none,MNB,-5.9308600425720215,12.351799964904785,MNB_sky
2134,CD,CD-BC,boma,BOA,-5.854000091552734,13.064000129699707,BOA_sky
2135,CD,CD-BC,luozi,LZI,-4.949999809265137,14.133000373840332,LZI_sky
2136,CD,CD-BC,matadi,MAT,-5.799610137939453,13.440400123596191,MAT_sky
2137,CD,CD-BC,n'kolo fuma,NKL,-5.421,14.8169,NKL_sky
2138,CD,CD-BN,inongo,INO,-1.947219967842102,18.28580093383789,INO_sky
2139,CD,CD-BN,nioki,NIO,-2.7174999713897705,17.68470001220703,NIO_sky
2140,CD,CD-BN,none,FDU,-3.3113200664520264,17.38170051574707,FDU_sky
2141,CD,CD-BN,kiri,KRZ,-1.434999942779541,19.02400016784668,KRZ_sky
2142,CD,CD-BN,none,KKW,-5.035769939422607,18.785600662231445,KKW_sky
2143,CD,CD-BN,idiofa,IDF,-5.0,19.600000381469727,IDF_sky
2144,CD,CD-BN,lusanga,LUS,-4.800000190734863,18.716999053955078,LUS_sky
2145,CD,CD-BN,masi manimba,MSM,-4.7829999923706055,17.850000381469727,MSM_sky
2146,CD,CD-EQ,mbandaka,MDK,0.0226000007242,18.2887001038,MDK_sky
2147,CD,CD-EQ,basankusu,BSU,1.22472,19.7889,BSU_sky
2148,CD,CD-EQ,libenge,LIE,3.632999897003174,18.632999420166016,LIE_sky
2149,CD,CD-EQ,none,BDT,4.253210067749023,20.975299835205078,BDT_sky
2150,CD,CD-EQ,gemena,GMA,3.2353699207299997,19.771299362199997,GMA_sky
2151,CD,CD-EQ,none,KLI,4.157639980316162,21.65089988708496,KLI_sky
2152,CD,CD-EQ,bumbar,BMB,2.18278,22.481701,BMB_sky
2153,CD,CD-EQ,none,LIQ,2.17066,21.496901,LIQ_sky
2154,CD,CD-EQ,boende,BNB,-0.21699999272823334,20.850000381469727,BNB_sky
2155,CD,CD-EQ,ikela,IKL,-1.048109,23.372501,IKL_sky
2156,CD,CD-OR,kisangani,FKI,0.481638997793,25.3379993439,FKI_sky
2157,CD,CD-OR,yangambi,YAN,0.7829999923706055,24.466999053955078,YAN_sky
2158,CD,CD-OR,none,IRP,2.8276100158691406,27.588300704956055,IRP_sky
2159,CD,CD-OR,none,BUX,1.5657199621200562,30.220800399780273,BUX_sky
2160,CD,CD-OR,none,BZU,2.818350076675415,24.793699264526367,BZU_sky
2161,CD,CD-SK,none,BKY,-2.3089799880981445,28.808799743652344,BKY_sky
2162,CD,CD-NK,butembo,RUE,0.117142,29.312992,RUE_sky
2163,CD,CD-NK,goma,GOM,-1.6708099842071533,29.238500595092773,GOM_sky
2164,CD,CD-NK,beni,BNC,0.575,29.4739,BNC_sky
2165,CD,CD-MA,kindu,KND,-2.91917991638,25.915399551399997,KND_sky
2166,CD,CD-MA,kalima,KLY,-2.578000068664551,26.733999252319336,KLY_sky
2167,CD,CD-MA,punia,PUN,-1.3669999837875366,26.33300018310547,PUN_sky
2168,CD,CD-KA,lubumbashi,FBM,-11.5913000107,27.5308990479,FBM_sky
2169,CD,CD-KA,pweto,PWO,-8.467000007629395,28.882999420166016,PWO_sky
2170,CD,CD-KA,kasenga,KEC,-10.350000381469727,28.632999420166016,KEC_sky
2171,CD,CD-KA,none,KWZ,-10.765899658203125,25.505699157714844,KWZ_sky
2172,CD,CD-KA,manono,MNO,-7.2888898849487305,27.394399642944336,MNO_sky
2173,CD,CD-KA,moba,BDV,-7.066999912261963,29.783000946044922,BDV_sky
2174,CD,CD-KA,none,FMI,-5.8755598068237305,29.25,FMI_sky
2175,CD,CD-KA,kabalo,KBO,-6.083000183105469,26.91699981689453,KBO_sky
2176,CD,CD-KA,kongolo,KOO,-5.39444,26.99,KOO_sky
2177,CD,CD-KA,none,KMN,-8.642020225524902,25.252899169921875,KMN_sky
2178,CD,CD-KA,kapanga,KAP,-8.350000381469727,22.58300018310547,KAP_sky
2179,CD,CD-KA,kaniama,KNM,-7.583000183105469,24.149999618530273,KNM_sky
2180,CD,CD-KW,kananga,KGA,-5.90005016327,22.4692001343,KGA_sky
2181,CD,CD-KW,luiza,LZA,-7.183000087738037,22.399999618530273,LZA_sky
2182,CD,CD-KW,tshikapa,TSH,-6.43833,20.794701,TSH_sky
2183,CD,CD-KE,lodja,LJA,-3.4170000553131104,23.450000762939453,LJA_sky
2184,CD,CD-KE,lusambo,LBO,-4.961669921875,23.378299713134766,LBO_sky
2185,CD,CD-KW,mweka,MEW,-4.849999904632568,21.549999237060547,MEW_sky
2186,CD,CD-KW,basongo,BAN,-4.315802,20.414891,BAN_sky
2187,CD,CD-KW,ilebo,PFR,-4.329919,20.590124,PFR_sky
2188,CD,CD-KE,mbuji mayi,MJM,-6.121240139010001,23.569000244099996,MJM_sky
2189,CD,CD-KE,gandajika,GDJ,-6.733,23.950001,GDJ_sky
2190,CD,CD-KE,kabinda,KBN,-6.132999897,24.4829998016,KBN_sky
2191,GA,GA-2,akieni,AKE,-1.13967001438,13.9035997391,AKE_sky
2192,GA,GA-8,gamba,GAX,-2.785278,10.047222,GAX_sky
2193,US,US-NV,gabbs,GAB,38.923173,-117.9572,GAB_sky
2194,ML,ML-2,bamako,BKO,12.5335,-7.94994,BKO_sky
2195,ML,ML-6,goundam,GUD,16.361400604248047,-3.599720001220703,GUD_sky
2196,ML,ML-7,none,GAQ,16.24839973449707,-0.005456000100821257,GAQ_sky
2197,ML,ML-1,kenieba,KNZ,12.833000183105469,-11.25,KNZ_sky
2198,ML,ML-3,koutiala,KTX,12.383000373840332,-5.4670000076293945,KTX_sky
2199,ML,ML-1,none,KYS,14.481200218200684,-11.404399871826172,KYS_sky
2200,ML,ML-5,none,MZI,14.5128002167,-4.0795598030099995,MZI_sky
2201,ML,ML-2,nara,NRM,15.217000007629395,-7.267000198364258,NRM_sky
2202,ML,ML-1,nioro du sahel,NIX,15.238100051879883,-9.576109886169434,NIX_sky
2203,ML,ML-3,sikasso,KSS,11.333000183105469,-5.699999809265137,KSS_sky
2204,ML,ML-7,timbuktu,TOM,16.730499267578125,-3.007580041885376,TOM_sky
2205,ML,ML-1,yélimané,EYL,15.133000373840332,-10.567000389099121,EYL_sky
2206,PG,PG-MBA,woodlark (muyua) island,GAZ,-9.225918,152.944352,GAZ_sky
2207,GB,GB-SCT,orkney isle,HOY,58.791779,-3.216076,HOY_sky
2208,GB,GB-SCT,dornoch,DOC,57.868999,-4.023,DOC_sky
2209,GB,GB-SCT,flotta isle,FLH,58.825801849365,-3.1427800655365,FLH_sky
2210,GB,GB-SCT,foula,FOA,60.121725,-2.053202,FOA_sky
2211,GB,GB-SCT,grunay island,OUK,60.4252,-0.75,OUK_sky
2212,GB,GB-SCT,papa stour island,PSV,60.321701,-1.69306,PSV_sky
2213,SO,SO-GE,garbaharey,GBM,3.32294,42.21309,GBM_sky
2214,GM,GM-W,banjul,BJL,13.338000297546387,-16.65220069885254,BJL_sky
2215,ES,ES-CN,fuerteventura island,FUE,28.452699661254883,-13.863800048828125,FUE_sky
2216,ES,ES-CN,alajero la gomera island,GMZ,28.029600143432617,-17.214599609375,GMZ_sky
2217,ES,ES-CN,el hierro island,VDE,27.814800262451172,-17.887100219726562,VDE_sky
2218,ES,ES-CN,sta cruz de la palma la palma island,SPC,28.626499,-17.7556,SPC_sky
2219,ES,ES-CN,gran canaria island,LPA,27.931900024414062,-15.38659954071045,LPA_sky
2220,ES,ES-CN,lanzarote island,ACE,28.945499,-13.6052,ACE_sky
2221,ES,ES-CN,tenerife island,TFS,28.044500351,-16.5725002289,TFS_sky
2222,BR,BR-RS,gravatai,GCV,-29.9494,-50.98505,GCV_sky
2223,ES,ES-CN,tenerife island,TFN,28.4827003479,-16.3414993286,TFN_sky
2224,CF,CF-BB,gounda,GDA,9.316703,21.185,GDA_sky
2225,ES,ES-CE,ceuta,JCU,35.892799377441406,-5.306389808654785,JCU_sky
2226,ES,ES-ML,melilla,MLN,35.279800415,-2.9562599659,MLN_sky
2227,PG,PG-NPP,gewoia,GEW,-9.2263,148.4949,GEW_sky
2228,SL,SL-S,bonthe,BTE,7.5324201583862305,-12.518899917602539,BTE_sky
2229,SL,SL-S,bo,KBS,7.944399833679199,-11.76099967956543,KBS_sky
2230,US,US-IN,greenfield,GFD,39.790298461899994,-85.7360992432,GFD_sky
2231,SL,SL-S,gbangbatok,GBK,7.767000198364258,-12.383000373840332,GBK_sky
2232,SL,SL-W,freetown,HGS,8.397130012512207,-13.12909984588623,HGS_sky
2233,SL,SL-N,kabala,KBA,9.638322913429999,-11.5155601501,KBA_sky
2234,SL,SL-E,kenema,KEN,7.891290187835693,-11.176600456237793,KEN_sky
2235,SL,SL-N,freetown,FNA,8.61644,-13.1955,FNA_sky
2236,SL,SL-E,yengema,WYE,8.610469818115234,-11.04539966583252,WYE_sky
2237,GW,GW-BL,bubaque,BQE,11.297355651855469,-15.838079452514648,BQE_sky
2238,GW,GW-BS,bissau,OXB,11.894800186157227,-15.65369987487793,OXB_sky
2239,PA,PA-5,garachiné,GHE,8.0644,-78.3673,GHE_sky
2240,GL,GL-U-A,groennedal,JGR,61.233299,-48.099998,JGR_sky
2241,GL,GL-U-A,none,QCU,68.7442728315,-52.340369224499995,QCU_sky
2242,LR,LR-GB,buchanan,UCN,5.904167,-10.058333,UCN_sky
2243,LR,LR-MY,harper,CPA,4.3790202140808105,-7.6969499588012695,CPA_sky
2244,LR,LR-SI,greenville,SNI,5.0343098640441895,-9.066800117492676,SNI_sky
2245,LR,LR-MO,monrovia,MLW,6.289060115814209,-10.758700370788574,MLW_sky
2246,LR,LR-NI,nimba,NIA,7.5,-8.600000381469727,NIA_sky
2247,PG,PG-WHM,gulgubip,GLP,-5.2808,141.5411,GLP_sky
2248,LR,LR-MG,monrovia,ROB,6.23379,-10.3623,ROB_sky
2249,LR,LR-GK,sasstown,SAZ,4.6666669845581055,-8.433333396911621,SAZ_sky
2250,LR,LR-GG,tchien,THC,6.045650482177734,-8.138723373413086,THC_sky
2251,LR,LR-LO,voinjama,VOI,8.327778,-9.768056,VOI_sky
2252,MA,MA-AGD,agadir,AGA,30.325000762939453,-9.413069725036621,AGA_sky
2253,MA,MA-TNT,tan tan,TTA,28.448200225830078,-11.161299705505371,TTA_sky
2254,MA,MA-TIZ,zagora,OZG,30.3202991486,-5.86667013168,OZG_sky
2255,MA,MA-FIG,bouarfa,UAR,32.5143055556,-1.98305555556,UAR_sky
2256,MA,MA-FES,fes,FEZ,33.9272994995,-4.977960109709999,FEZ_sky
2257,MA,MA-ERR,errachidia,ERH,31.9475002289,-4.39833021164,ERH_sky
2258,MA,MA-MEK,meknes,MEK,33.87910079956055,-5.515120029449463,MEK_sky
2259,MA,MA-OUJ,oujda,OUD,34.787200927734375,-1.92399001121521,OUD_sky
2260,EH,EH-U-A,smara,SMW,26.7318,-11.6847,SMW_sky
2261,MA,MA-CAS,ben slimane,GMD,33.655399,-7.22145,GMD_sky
2262,MA,MA-CAS,casablanca,CAS,33.5532989502,-7.661389827730001,CAS_sky
2263,MA,MA-BEM,beni mellal,BEM,32.401895,-6.315905,BEM_sky
2264,MA,MA-RBA,rabat,RBA,34.051498,-6.75152,RBA_sky
2265,MA,MA-BAH,sidi ifni,SII,29.36669921875,-10.187800407409668,SII_sky
2266,EH,EH-U-A,dakhla,VIL,23.7183,-15.932,VIL_sky
2267,MA,MA-ESI,essaouira,ESU,31.3974990845,-9.6816701889,ESU_sky
2268,EH,EH-U-A,el aaiún,EUN,27.151699,-13.2192,EUN_sky
2269,MA,MA-CAS,casablanca,CMN,33.36750030517578,-7.589970111846924,CMN_sky
2270,MA,MA-TIZ,safi,SFI,32.28329849243164,-9.233329772949219,SFI_sky
2271,MA,MA-NAD,nador,NDR,34.988800048799995,-3.0282099247,NDR_sky
2272,MA,MA-MAR,marrakech,RAK,31.606899261499997,-8.03629970551,RAK_sky
2273,MA,MA-KEN,none,NNA,34.29890060424805,-6.595880031585693,NNA_sky
2274,MA,MA-OUA,ouarzazate,OZZ,30.9391002655,-6.909430027010001,OZZ_sky
2275,CN,CN-63,golog,GMQ,34.418066,100.301144,GMQ_sky
2276,MA,MA-HOC,al hoceima,AHU,35.177101135253906,-3.83951997756958,AHU_sky
2277,MA,MA-TET,tétouan,TTU,35.594299316406,-5.320020198822,TTU_sky
2278,MA,MA-TNG,tangier,TNG,35.726898193400004,-5.91689014435,TNG_sky
2279,BE,BE-VOV,none,GNE,51.025956,3.688231,GNE_sky
2280,US,US-AK,goodnews,GNU,59.117401123,-161.57699585,GNU_sky
2281,SN,SN-DK,dakar,DSS,14.67,-17.073333,DSS_sky
2282,PG,PG-NPP,gora,GOC,-9.0021,148.2364,GOC_sky
2283,SN,SN-KD,kolda,KDA,12.898500442504883,-14.968099594116211,KDA_sky
2284,SN,SN-ZG,ziguinchor,ZIG,12.5556,-16.281799,ZIG_sky
2285,SN,SN-ZG,cap skirring,CSK,12.39533,-16.748,CSK_sky
2286,SN,SN-FK,kaolack,KLC,14.146900177001953,-16.051300048828125,KLC_sky
2287,SN,SN-DK,dakar,DKR,14.739700317382812,-17.49020004272461,DKR_sky
2288,SN,SN-MT,ouro sogui,MAX,15.5936,-13.3228,MAX_sky
2289,SN,SN-SL,podor,POD,16.683000564575195,-14.967000007629395,POD_sky
2290,SN,SN-SL,richard toll,RDT,16.433000564575195,-15.649999618530273,RDT_sky
2291,SN,SN-SL,saint louis,XLS,16.050800323486328,-16.463199615478516,XLS_sky
2292,SN,SN-TC,bakel,BXE,14.847299575805664,-12.468299865722656,BXE_sky
2293,SN,SN-TC,kédougou,KGG,12.57229995727539,-12.22029972076416,KGG_sky
2294,SN,SN-TC,simenti,SMY,13.046799659729004,-13.29539966583252,SMY_sky
2295,SN,SN-TC,tambacounda,TUD,13.736800193786621,-13.65310001373291,TUD_sky
2296,MR,MR-02,aioun el atrouss,AEO,16.711299896240234,-9.637880325317383,AEO_sky
2297,MR,MR-06,boutilimit,OTL,17.533000946044922,-14.682999610900879,OTL_sky
2298,MR,MR-09,tichitt,THI,18.450000762939453,-9.517000198364258,THI_sky
2299,MR,MR-09,tidjikja,TIY,18.570101,-11.4235,TIY_sky
2300,MR,MR-05,boghe,BGH,16.63331413269043,-14.200000762939453,BGH_sky
2301,MR,MR-03,kiffa,KFA,16.59,-11.4062,KFA_sky
2302,MR,MR-01,timbedra,TMD,16.232999801635742,-8.166999816894531,TMD_sky
2303,MR,MR-01,néma,EMN,16.622,-7.3166,EMN_sky
2304,MR,MR-12,akjoujt,AJJ,19.733016967773438,-14.383249282836914,AJJ_sky
2305,MR,MR-04,kaédi,KED,16.1595,-13.5076,KED_sky
2306,MR,MR-05,moudjeria,MOM,17.75,-12.5,MOM_sky
2307,MR,MR-NKC,nouakchott,NKC,18.31,-15.9697222,NKC_sky
2308,MR,MR-10,sélibaby,SEY,15.179699897766113,-12.207300186157227,SEY_sky
2309,MR,MR-02,tamchakett,THT,17.232999801635742,-10.817000389099121,THT_sky
2310,MR,MR-07,atar,ATR,20.506799697875977,-13.04319953918457,ATR_sky
2311,MR,MR-11,fderik,FGD,22.66699981689453,-12.732999801635742,FGD_sky
2312,MR,MR-08,nouadhibou,NDB,20.9330997467041,-17.030000686645508,NDB_sky
2313,MR,MR-11,zouérate,OUZ,22.756399,-12.4836,OUZ_sky
2314,LR,LR-GK,grand cess,GRC,4.571,-8.2076,GRC_sky
2315,PG,PG-MBA,garuahi,GRH,-10.225149,150.487667,GRH_sky
2316,US,US-AK,granite mountain,GMT,65.40209961,-161.2810059,GMT_sky
2317,GT,GT-CQ,chiquimula,CIQ,14.83092,-89.520938,CIQ_sky
2318,GT,GT-PE,dos lagunas,DON,17.6124000549,-89.6884002686,DON_sky
2319,GT,GT-ES,el naranjo,ENJ,14.106931,-90.817496,ENJ_sky
2320,GT,GT-PE,paso caballos,PCG,17.2639007568,-90.25630187990001,PCG_sky
2321,GT,GT-PE,tikal,TKM,17.226388931274414,-89.6050033569336,TKM_sky
2322,GT,GT-PE,uaxactun,UAX,17.3938884735,-89.63274383539999,UAX_sky
2323,GT,GT-QC,playa grande,PKJ,15.997500419600001,-90.74169921880001,PKJ_sky
2324,TZ,TZ-13,grumeti game reserve,GTZ,-2.160833,34.225556,GTZ_sky
2325,GN,GN-C,conakry,CKY,9.57689,-13.612,CKY_sky
2326,PG,PG-SAN,guriaso,GUE,-3.583167,141.5895,GUE_sky
2327,GN,GN-B,fria,FIG,10.350600242615,-13.569199562073,FIG_sky
2328,GN,GN-F,faranah,FAA,10.0354995728,-10.7698001862,FAA_sky
2329,GN,GN-F,kissidougou,KSI,9.1605596542358,-10.124400138855,KSI_sky
2330,GN,GN-L,labé,LEK,11.326100349426,-12.286800384521,LEK_sky
2331,GN,GN-N,macenta,MCA,8.481857,-9.525071,MCA_sky
2332,GN,GN-N,nzérékoré,NZE,7.8060193061829,-8.7017974853516,NZE_sky
2333,GN,GN-B,boké,BKJ,10.9658,-14.2811,BKJ_sky
2334,GN,GN-B,koundara,SBI,12.572699546814,-13.358499526978,SBI_sky
2335,GN,GN-K,siguiri,GII,11.432999610901,-9.1669998168945,GII_sky
2336,GN,GN-K,kankan,KNN,10.448438,-9.228757,KNN_sky
2337,CV,CV-B,espargos,SID,16.7414,-22.9494,SID_sky
2338,CV,CV-B,ponta do sol,NTO,17.202800750732422,-25.090599060058594,NTO_sky
2339,CV,CV-B,rabil,BVC,16.136499404907227,-22.888900756835938,BVC_sky
2340,US,US-VA,gordonsville,GVE,38.15599823,-78.165802002,GVE_sky
2341,CV,CV-S,vila do maio,MMO,15.155900001525879,-23.213699340820312,MMO_sky
2342,CV,CV-S,vila do mosteiros,MTI,15.045000076293945,-24.33919906616211,MTI_sky
2343,CV,CV-S,praia,RAI,14.924500465393066,-23.493499755859375,RAI_sky
2344,CV,CV-S,são filipe,SFL,14.8850002289,-24.4799995422,SFL_sky
2345,CV,CV-B,preguiça,SNE,16.58839988708496,-24.284700393676758,SNE_sky
2346,CV,CV-B,são pedro,VXE,16.833200454711914,-25.055299758911133,VXE_sky
2347,PG,PG-MPL,gnarowein,GWN,-6.555,146.248,GWN_sky
2348,DE,DE-BE,spandau,GWW,52.474399566699994,13.1380996704,GWW_sky
2349,GY,GY-BA,bemichi,BCG,7.6999998092699995,-59.1666603088,BCG_sky
2350,SR,SR-SI,botopasi,BTO,4.21751109352,-55.4470539093,BTO_sky
2351,SR,SR-SI,djumu djomoe,DOE,4.00571261057,-55.4816436768,DOE_sky
2352,SR,SR-SI,aurora,LDO,4.37610828345,-55.407056808499995,LDO_sky
2353,SR,SR-SI,washabo,WSO,5.215277,-57.185302,WSO_sky
2354,ET,ET-AA,addis ababa,ADD,8.97789001465,38.799301147499996,ADD_sky
2355,ET,ET-SN,none,AMH,6.0393900871276855,37.59049987792969,AMH_sky
2356,ET,ET-TI,none,AXU,14.14680004119873,38.77280044555664,AXU_sky
2357,ET,ET-SN,baco,BCO,5.78287,36.562,BCO_sky
2358,ET,ET-AM,bahir dar,BJR,11.608099937438965,37.32160186767578,BJR_sky
2359,ET,ET-OR,beica,BEI,9.38639,34.5219,BEI_sky
2360,ET,ET-SO,degah bur,DGC,8.234,43.5673,DGC_sky
2361,ET,ET-AM,dessie,DSE,11.082500457763672,39.71139907836914,DSE_sky
2362,ET,ET-GA,dembidollo,DEM,8.553999900817871,34.858001708984375,DEM_sky
2363,ET,ET-AM,debra marcos,DBM,10.350000381469727,37.71699905395508,DBM_sky
2364,ET,ET-DD,dire dawa,DIR,9.624699592590332,41.85419845581055,DIR_sky
2365,ET,ET-AM,debre tabor,DBT,11.967000007629395,38.0,DBT_sky
2366,ET,ET-OR,fincha,FNH,9.583000183105469,37.349998474121094,FNH_sky
2367,ET,ET-OR,goba,GOB,7.1160634,40.0463033,GOB_sky
2368,ET,ET-OR,ghinnir,GNN,7.15000009537,40.716999054,GNN_sky
2369,ET,ET-GA,gambela,GMB,8.12876033782959,34.5630989074707,GMB_sky
2370,ET,ET-AM,gondar,GDQ,12.51990032196045,37.433998107910156,GDQ_sky
2371,ET,ET-SO,gode,GDE,5.93513011932,43.5786018372,GDE_sky
2372,ET,ET-OR,gore,GOR,8.1614,35.5529,GOR_sky
2373,ET,ET-OR,debre zeyit,QHR,8.7163,39.0059,QHR_sky
2374,ET,ET-TI,humera,HUE,14.25,36.58300018310547,HUE_sky
2375,ET,ET-SO,jijiga,JIJ,9.3325,42.9121,JIJ_sky
2376,ET,ET-OR,jimma,JIM,7.66609001159668,36.81660079956055,JIM_sky
2377,ET,ET-SO,kabri dehar,ABK,6.734,44.252998,ABK_sky
2378,ET,ET-SO,kelafo,LFO,5.6570000648498535,44.349998474121094,LFO_sky
2379,ET,ET-XSD,awasa,AWA,7.095,38.398333,AWA_sky
2380,ET,ET-AM,lalibela,LLI,11.975000381469727,38.97999954223633,LLI_sky
2381,ET,ET-AM,mekane selam,MKS,10.7254,38.7415,MKS_sky
2382,ET,ET-TI,none,MQX,13.467399597167969,39.53350067138672,MQX_sky
2383,ET,ET-AM,metema,ETE,12.932999610899998,36.1669998169,ETE_sky
2384,ET,ET-OR,mendi,NDM,9.767,35.099998,NDM_sky
2385,ET,ET-SN,omo national park,MUJ,5.8646,35.7485,MUJ_sky
2386,ET,ET-GA,mizan teferi,MTF,6.9571,35.5547,MTF_sky
2387,ET,ET-OR,negele borana,EGL,5.2897,39.7023,EGL_sky
2388,ET,ET-OR,nejo,NEJ,9.55,35.466995,NEJ_sky
2389,ET,ET-OR,nekemte,NEK,9.050000190734863,36.599998474121094,NEK_sky
2390,ET,ET-BE,pawe,PWI,11.3126,36.4164,PWI_sky
2391,ET,ET-OR,soddu,SXU,6.816999912261963,37.75,SXU_sky
2392,ET,ET-OR,shakiso,SKR,5.6923,38.9764,SKR_sky
2393,ET,ET-AF,semera,SZE,11.7875,40.9915,SZE_sky
2394,ET,ET-BE,asosa,ASO,10.018500328063965,34.586299896240234,ASO_sky
2395,ET,ET-GA,tippi,TIE,7.2024,35.415,TIE_sky
2396,ET,ET-OR,waca,WAC,7.166999816894531,37.16699981689453,WAC_sky
2397,ET,ET-SO,warder,WRA,6.9724,45.3334,WRA_sky
2398,US,US-AK,haycock,HAY,65.20099639889999,-161.156997681,HAY_sky
2399,PG,PG-MPM,hatzfeldhaven,HAZ,-4.4033,145.2056,HAZ_sky
2400,BI,BI-BM,bujumbura,BJM,-3.3240199089050293,29.318500518798828,BJM_sky
2401,BI,BI-GI,gitega,GID,-3.417209,29.911308,GID_sky
2402,BI,BI-KI,kirundo,KRE,-2.544772,30.094575,KRE_sky
2403,CN,CN-63,qilian,HBQ,38.012,100.644,HBQ_sky
2404,LK,LK-3,hambantota,HBT,6.124043,81.103,HBT_sky
2405,SO,SO-BR,alula,ALU,11.9582,50.748,ALU_sky
2406,SO,SO-BY,baidoa,BIB,3.102220058441162,43.62860107421875,BIB_sky
2407,SO,SO-BR,candala,CXN,11.494,49.9085,CXN_sky
2408,SO,SO-GE,none,BSY,2.336111,42.307778,BSY_sky
2409,SO,SO-NU,eyl,HCM,8.104,49.82,HCM_sky
2410,SO,SO-BR,bosaso,BSA,11.275300025939941,49.14939880371094,BSA_sky
2411,SO,SO-BR,gardo,GSR,9.517000198364258,49.08300018310547,GSR_sky
2412,SO,SO-WO,hargeisa,HGA,9.513207,44.082389,HGA_sky
2413,SO,SO-WO,berbera,BBO,10.389200210571289,44.94110107421875,BBO_sky
2414,SO,SO-GE,luuq,LGX,3.8124,42.5459,LGX_sky
2415,SO,SO-JH,none,KMU,-0.3773530125617981,42.45920181274414,KMU_sky
2416,SO,SO-BN,mogadishu,MGQ,2.0144400596618652,45.3046989440918,MGQ_sky
2417,SO,SO-HI,beledweyne,BLW,4.766976,45.2388,BLW_sky
2418,SO,SO-MU,obbia,CMO,5.366666793823242,48.516666412353516,CMO_sky
2419,SO,SO-MU,galcaio,GLK,6.78082990646,47.45470047,GLK_sky
2420,SO,SO-BR,scusciuban,CMS,10.300000190734863,50.233001708984375,CMS_sky
2421,SO,SO-SA,erigavo,ERA,10.642050549,47.3879814148,ERA_sky
2422,SO,SO-TO,burao,BUO,9.5275,45.5549,BUO_sky
2423,SO,SO-NU,garowe,GGR,8.457942,48.567407,GGR_sky
2424,DJ,DJ-DJ,djibouti city,JIB,11.547300338745117,43.15950012207031,JIB_sky
2425,DJ,DJ-AS,ali sabieh,AII,11.146889,42.72,AII_sky
2426,DJ,DJ-DJ,moucha island,MHI,11.716667175292969,43.20000076293945,MHI_sky
2427,DJ,DJ-OB,obock,OBC,11.967000007629395,43.266998291015625,OBC_sky
2428,DJ,DJ-TA,tadjoura,TDJ,11.782999992370605,42.91699981689453,TDJ_sky
2429,EG,EG-MT,siwa,SEW,29.345500946044922,25.50670051574707,SEW_sky
2430,EG,EG-MN,minya,EMY,28.1012992859,30.730300903299998,EMY_sky
2431,EG,EG-MT,sidi barrani,SQK,31.466600418091,25.878000259399,SQK_sky
2432,EG,EG-MT,el alamein,DBB,30.92449951171875,28.46139907836914,DBB_sky
2433,EG,EG-SIN,el arish,AAC,31.073299408,33.8358001709,AAC_sky
2434,EG,EG-AST,asyut,ATZ,27.050754,31.01625,ATZ_sky
2435,EG,EG-ALX,alexandria,ALY,31.183900833129883,29.94890022277832,ALY_sky
2436,EG,EG-ALX,alexandria,HBE,30.917699813842773,29.696399688720703,HBE_sky
2437,EG,EG-ASN,abu simbel,ABS,22.375999450699997,31.611700058,ABS_sky
2438,EG,EG-C,cairo,CAI,30.12190055847168,31.40559959411621,CAI_sky
2439,EG,EG-C,none,CCE,30.064358,31.837643,CCE_sky
2440,EG,EG-WAD,none,DAK,25.41160011291504,29.00309944152832,DAK_sky
2441,EG,EG-BA,hurghada,HRG,27.178300857543945,33.799400329589844,HRG_sky
